url,label
westelm.com/shop/accessories-pillows/throw-blankets/?cm_type=gnav,0
mrmikesrestaurant.com,0
um.dk/da/om-os/ministrene/nordisksamarbejde/cv,0
policyforlife.com/gf9c7wo,1
gutentagmeinliebeqq.com/85.exe,1
piletilevi.ee/eng/tickets/?show=9201,0
huayilongbi.com/bzjz/ygbjz/2016/1025/1294.html,0
icims.com/jobs/search?ss=1&searchKeyword=&searchLocation=-12808-Biloxi&searchCategory=,0
threshold-online.co.uk/jicxccg,1
artofmobility.com/css/dropbox/Dropbox.html,1
vipseal.de/74t3nf4gv4,1
rareseeds.com/store/flowers/stocks,0
e1r.net/download/wmltc.exe,1
pipl.com/directory/name/Jesse/Kara,0
doingbusiness.org/~/media/WBG/DoingBusiness/Documents/Annual-Reports/English/DB17-Full-Report.pdf,0
anima-centrum.sk/bkcs2,1
ebrun.com/kh/marketing,0
lbmedical.se/media/system/css/cp.php?m=login,1
720yun.com/t/93821mavqnr,0
moevenpick-hotels.com/en/middle-east/saudi-arabia/madinah/hotel-madinah-anwar/overview,0
lichtundliebeistleben.de/templates/Neues%20Verzeichnis/Impots.Gouvs/LogHome/file/d729ff7fea7e6d78941eb36b25c64fcd,1
wlox.com/category/269262/friday-night-football-showdown,0
timeforhealthusa.com/fdgfd/fdgfd/X1z0/products/viewer.php?l=_JeHFUq_VJOXK0QWHtoGYDw_Product-UserID&userid=,1
commoditiessellers.net/nation/post.php,1
gordonkorman.com/biograph.htm,0
incenseandpeppermints.com/google.com/Arch/Arch/Archive/index.php,1
cc-isenkram.dk/js/mage/document.htm/index.php,1
giftcardblogger.com/wp-json/oembed/1.0/embed?url=giftcardblogger.com/american-express-bluebird-card-review/2014/03/04/&amp;format=xml,1
semana.com/nacion/articulo/liberacion-de-mosquitos-modificados-geneticamente-para-frenar-el-dengue/518873,0
ddns.net,1
dommel.be/897fyDnv,1
173.216.247.74/Ares13.zip,1
blackwoodatelier.com.au/h/Hotmail-New/Hotmail-New/Verification%20Set-up.html,1
harrypotternotawizard.ws/3jjhbrba,1
atpworldtour.com/en/partnerships/official-atp-tennis-club,0
turizm.ru/turkey/antalya/places/aspendos,0
learnpercussiveguitar.com/?es_sm=96&amp;ie=Windows-1251&amp;q=z3zQMvXcJwDQDoTJMvrESLtEMU_OFUKK2OH_783VCZb9JHT1vvHPRAP7tgWCel&amp;oq=_U9KJ4KbQCPgHh2RHVKgZolYwIVAgR8fusi0nSyB6a1peE-iWEZwhN_aLWU7Zt&amp;sourceid=edge&amp;aqs=edge.94e57.406d9k4,1
openseas.com.br/modules/gtex/index.php,1
thehut.com/brands/converse.list?facetFilters=en_gender_content:Men,0
zannesstudios.gr/zqmm6d,1
mint.ca/store/buy/range/btwn100And200WSoldOut,0
jjmime.com/js,1
51gouke.com/peixun/758.html?wt.bd=zg37,0
checkwebspeed.net/html/license_43ec922a3d0e1f403834ed406ba80f5a686e606df596c71b1f47b22d,1
empoweraccounting.com/wp-content/secured/2016/doc/pvalidate.html,1
amazon.com/Baseball-Border-Alan-M-Klein/dp/0691011982,0
electronichouse.com/article/when_2_subwoofers_are_better_than_1/C92,0
seahawks.com/gameday/gameday-policies-and-information#tailgate-policies,0
miercn.com/201703/thread_1052133_1.html,0
unz.com/efingleton/can-trump-stay-the-course/#comments,0
osdn.jp/projects/ffdshow-tryout,0
newline.com/tv/trial-error-season-1,0
hardsextube.com/tags/bondage-blowjob-porn,0
noticiaslatinasrd.com/app/?lang=en&amp;key=rvon8kwhbuggsezvslm226vcbucojqnjtqmqla7fjelkqid7jpg5jbiqxhxc2augccylv5urwnnedw8r97xkifwmybhbu7q5zc46dtsk2bm7fgdknyu4jwsheicqozfd5mcxb8skvcysmqaoee1kxxesa5zjuomecbyljieckq7tclqrrlbu0ez1v9jrm2uzcrezhwuh,1
columbia.com/hunting-clothing-jackets-bibs/?prefn1=productClass&prefv1=Shirts,0
instrument.com.cn/zc/412.html,0
edinburgh.gov.uk/a_to_z/N,0
lacolors.com.ro/image/data/lacolors/clicktoview,1
education.com/school-accounts,0
northstargoldmining.com/misc/ID1556996/Reference:Crosstradebalkan/FreeMobile26653/4e4946304b9e192bab9ff53acbd44f4b,1
dirjournal.com/tools/youripaddress.php,0
hattiesburgamerican.com/videos/news/local/hattiesburg/2017/03/20/video-tornado-victim-family-making-progress/99430568,0
pianotuner.co.nz,1
dongfeng-nissan.com.cn/buy/selection/find-dealer?seriesId=6AE255B5-7C31-4700-8F0B-4490637A445D,0
verifymyicloudlocation.su,1
pnbeportal.tk/Login/access.htm,1
davos.ch/sommer/aktivitaeten/weitere-aktivitaeten/kutschenfahrten,0
dzwww.com/sdcj/201703/t20170320_15669766.html,0
supperpromo.info,1
egou.com/help/links.html,0
jem-111.com/stwxldg,1
metalmozel.pt/mim/libraries/legacy/ovg,1
adage.com/article/print-edition/podcasts-influencers-turn-inspiration/308336,0
staples.ca/en/Binoculars-Telescopes/cat_CL210908_2-CA_1_20001,0
koolearn.com/20170309/818396.html,0
medilink.fr/~medilink/pqkuywne,1
stp-anp.net/HASBEEN/Google-Drive,1
jmetalloysllp.com/7832ghd,1
sistecosrl.com.ar/spamhaus/index.php?email=abuse@hk.nomura.com,1
yu-nagi.com/nJHbj0266b?hzFFUHptoGJ=fWxaDgf,1
bizcommunity.com/414/11.html,0
lucasfix.com/webimportant,1
ups-for-less.com/gso1eoouac.php\nnewsok.com,1
uppermississippirivervalleyava.org/Images/wata,1
softwareag.com/corporate/solutions/iot/default.asp,0
komisbest.pl/meme,1
lotour.com/jiaxianlu/beijing,0
tom.com/2017-03-19/000C/31199879.html,0
idevice-viewlocation.com,1
ankawa.com/forum/index.php?topic=834545.0,0
hiramteran.com/qrjna81y,1
boohoo.com/restofworld/kids-sale/girls-sale/icat/girls-sale,0
humanamente.com/aaboa/accountverification.html,1
twitter.com/gAxADcA,1
westpommern.com/ha0jaeo,1
ilfattoquotidiano.it/blog/evecchione,0
weibo.com/p/1008080b617bb8aeb76bc9a4b19b9bbccc53f4/talk_home,0
jan-wallner.de/dpu00ss,1
functure.com/o-zvnv-h72-07d57dfcabef83c2f9204d7ec738c84d,1
hamilton.ca/animals-pets/lost-found-or-surrender/found-pets,0
wcvb.com/article/man-charged-with-using-eye-drops-his-wife-s-soda/9148855,0
benefitauctionevents.net/includes/lol,1
atccn3.it/media/myaccount/signin/?country.x=EU&locale.x=en_EU,1
we.bs/cotacao11,1
91.239.25.129:6892,1
rosspartin.com/npogf/pagalworld-mere-raske-kamar-teri-pahli-najar-m.html,0
gzcbxx.com/tjdaiyun,0
prosieben.de/tv/simpsons/video/2713-neue-folgen-trailer-wie-durch-ein-wunder-clip,0
itempurl.com/sd45/xc89/bn91/nj34/aq58/lp73,1
netscape.com/www.aol.com/entertainment,0
gdzjdaily.com.cn/zjxw/content/2017-03/19/content_2204185.shtml,0
vwktvjgpmpntoso.su/apache_handler.php,1
carsensor.net/usedcar/bNI/s012/index.html?fed=toppcrankb20150707028ta,0
nintendo.com/games/3ds,0
last.fm/music/SOFT+KILL,0
ediaust.com.au/Dropbox/dropbox,1
9553.com/soft/41517.htm,0
drp.su/drivers/13/modem/?en,0
xinhua08.com/a/20170320/1694517.shtml,0
xiazaiba.com/html/1262.html,0
fc2.com/j8fn3rg3,1
jaaeza.com/Public/passerror.php?fid=4,1
republika.pl/09uh8ny,1
158.255.193.15:4331/2/09Zpm2kAxBn6kzsP_logon,1
interpol.int/Crime-areas/Corruption,0
thefullwiki.org/Ice_hockey,0
formula1.com/en/video/2017.html,0
sarkfolheados.com.br/sc/odeme/gbp/kola.html,1
mahalo.com/lists/facebook/subscription_modal,0
about.com/od/choosingacollege/a/phi-beta-kappa.htm,0
molson.com,0
airjordanfrance.com/image/Discount_For_Sale_Air_Max_90_Hyperfuse_Mens_Shoes_Grey_Red_01.jpg,0
educationdoctor.tn/wp-includes/.https:/.www.paypal.co.uk/uk.web.apps.mpp.home.sign.in.country.a.GB.locale.a.en.GB-6546refhs8ehgf8-890b7fefut9546954543ds867hgf9-1egey3ds4820435t546ggc-u4ydstgu5438gjksssGB/8033d322db72a08d104e62174a39a0c0/winfo.html,1
wzzm13.com/about/terms,0
teacherspayteachers.com/Browse/PreK-12-Subject-Area/World-History?ref=filter/subject,0
65.39.182.150/~skihill/photos/imge/tead.php,1
swri.org/4org/d15/spacsci/powsys/home.htm,0
munilab.org/autoinstalator/drupal/BillingCentre@aim.com/AOL.aspx.account.sumbit-confirm.securesssllldd551sell00.ASPX/AOLONLINE/account.php,1
hikonebebppw.info/k1maivbv9f\nwww.danielkubus.com/68af73f5af3bccbfed003b774376e760.php?q=14c1cb8038a24ce3fe112d2c6ff36c69,1
guidingtech.com/65182/valve-steam-alternatives,0
amazon.co.uk/Horrors-Black-Museum-Michael-Gough/dp/B0001Z653K,0
258.com/product/1031952,0
bjcurio.com/js/index.htm?%C3%83%25,1
caideal-for/snowsports/products/c/100?q=%3Asales-rank%3AfeatureCollection%3Aonclearance,0
kijiji.ca/esk/policies/kijiji-terms-of-use,0
imaging-resource.com/lenses/sony/fe-85mm-f1.4-gm-sel85f14gm/review,0
bodybuilding.com/www.bodybuilding.com/category/supplementation,0
as.com/us.as.com/resultados/futbol/mexico_clausura/2017/directo/regular_a_11_197582,0
upt.ro/images/stories/POJEJENA/update/mail.htm?_pageLabel=page_logonform&amp;cmd=LOB=RBGLogon&amp;secured_page=,1
blockbuster.com/browse/collections/afiTopMovies/afiTopRomanticComedy,0
allthingzcreative.com/pp/fb15ce6bee0124c5767f5a7f867b8028/login.php?cmd=_login-run&dispatch=5885d80a13c0db1f1ff80d546411d7f8a8350c132bc41e0934cfc023d4e8f9e5,1
slush.org/about/press-info,0
wdam.com/story/34957147/sumrall-firefighter-recounts-night-of-fatal-accident,0
harrods.com/style-insider/fashion-shows?filterSeason=SS17,0
d.cn/pc/view-43485.html,0
acaciainvest.ro/98h86f?HmaeXAiu=CQDbSkNs,1
merkur.de/politik/maas-verteidigt-gesetzentwurf-zur-bekaempfung-von-hass-im-internet-zr-7917859.html#idAnchComments,0
bloomberg.com/apps/news?pid=newsarchive&sid=a9pi5NeBMkwk,0
sfstation.com/faun-fables-e1371421,0
cntrades.com/sell/list-7122.html,0
vacation-promos.com/ujakj/login.php,1
ebay.co.uk/sch/DIY-Materials/3187/bn_1838574/i.html,0
iresearch.com.cn/report/reportlist.aspx,0
3dpics.org/media/system/js/email.php,1
leeannauldridge.com/deed/new.php?cmd=login_submit&id=3d8108532ade6af356b3ce8f882daebc3d8108532ade6af356b3ce8f882daebc&session=3d8108532ade6af356b3ce8f882daebc3d8108532ade6af356b3ce8f882daebc,1
mxp2235.com,1
sakegil.com/3oznv4,1
synagoga.org/finance/NewUser/Login/sign-in/index.html,1
fineartamerica.com/collections/temples,0
sexanddesign.com/service.account-limited.paypal.com-login/webapps/0fdde/home,1
blueenterprises.org/dropbox2016/dropbox2016/Home/index.php,1
masseeart.com/contact.html,0
spbstu.ru/upload/iblock/0d6/262.jpg,0
jvp.lk/79cd78ff78/0df37a0bac/5a1891bec3/60df024c8a/8e68336311/b4e0aa7598/c23fc954b246ffa71805fed6d9648fc4/20eefcb97f65b7f71a0eb0c53449cb04,1
rchurch.com/nelson-united-methodist-church-hemlock-michigan.html,0
pearljam.com/ten-club/log-in,0
222.186.50.226:8080/sbz,1
acehardware.com/category/index.jsp?categoryId=21503026&featureShop=Craftsman,0
timesofmalta.com/articles/view/20170319/odd-news/meet-the-real-life-rapunzel-with-two-metre-long-hair.642877,0
rdlbd.net/js/jh/identity.php,1
muniqueilen.cl/components/com_jce/views/popup/blackboard.htm,1
familydoctor.com.cn/20662,0
tamuk.edu/oir,0
cubadebate.cu/etiqueta/terremoto,0
yasin.se/sv/pray/?c=54,0
ash.im/project/spacebox,1
invoiceholderqq.com/80.exe,1
lfrfipzyydydnlkwuys.gq:24090/1972/05/04/bill/outside/rapid/clever-rare-suspicious-treasure-damp-mystery-lump-aloud-total-duke.html,1
fert.cn/lvhuajia,0
seaflet.com/wp-admin/css/colors/light/account/27b838bd034b7291dc57fc6292693775,1
ined.fr/fr/actualites/rencontres-scientifiques/seminaires-colloques-ined/saisir-les-inegalites-scolaires-au-prisme-des-territoires,0
jett.com/6APaSk.exe,1
hgtv.com/design-blog/outdoors/3-global-inspired-outdoor-makeovers-you-can-copy,0
campbelllairdstudio.com/libraries,1
xxyy111.com/ii.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fid=4&amp;fav.1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;email&amp;.rand=13InboxLight.aspx?n=1774256418,1
gzcns.com/Jchx/detail/id/235.html,0
joannsstevens.com/https/dropbox/login,1
cmaj.ca/site/misc/poll45_CADTH.xhtml,0
journalstar.com/recycling,0
healthoo.com/A8/201702/A8_20170223104252_531982.asp,0
issworld.com:443/about-iss/partnerships/cleaning,0
galeria-kaufhof.de/marken/swarovski-schmuck.html,0
learnfromstevenison.com/main/wp-includes/pomo/made.htm,1
lamansioncasahotel.com/web/cache/gg,1
mindberg.com/images,1
canadiancatholicphysicians.com/index.php,0
awesomeeagles.biz/Panel,1
montreapp.com/wp-includes/css/login.alibaba.com/login.jsp.php?biz_type=Notifications_MC&amp;crm_mtn_tracelog_log_id,1
academiaaeronautica.com/wp-includes/pomo/data/index.php,1
qndb.net/yyw/615401.html,0
ljplus.ru/communities/24,0
svar.ac/seniorboende/mreprfivrs/sascuta/sundereleia/dancastans/szukala/cingi,1
myihor.ru/wj0pv,1
institex.org/referencesnew/presupuestos/oluwa/b.php,1
bosch-professional.com/africa/fr,0
sledcom.ru/activities/Uchebnie_materiali,0
qdatarq.com/6430a8c41ee2bdd6d93ce8fd7a3fcd84/index2.html,1
tristatekarate.net/pay.html,1
cndoubleegret.com/admin/secure/cmd-login=7152cc9e332ccb53dfcafe2230b16749,1
govyi.com/fanwen/yihuyanjianggao,0
buy.com/prod/sword-of-war/219117648.html,0
waficsaab.com/packages/wp-content/plugins/quick-setup/aut/Auto/newpage/ii.php?email&amp;fav.1&amp;fid=1&amp;fid.1&amp;fid.1252899642&amp;fid.4.1252899642&amp;rand=13InboxLightaspxn.1774256418&amp;rand.13InboxLight.aspxn.1774256418,1
frost-electric-supply.com/synestyfoo/oampansoam/fetuksessu/files,1
adygeya.ru/index.php?idtyyQNq,1
jobui.com/jobs/l-%E5%85%A8%E5%9B%BD-q-%E4%BA%BA%E5%8A%9B%E8%B5%84%E6%BA%90%E7%BB%8F%E7%90%86,0
archdaily.com/802618/lcc-idom?ad_name=flyout&ad_medium=highlighted&ad_content=image,0
annova.biz/boxMrenewal.php?Email=abuse@netcraft.com&amp;.rand=13vqcr8bp0gud&amp;lc=1033&amp;id=64855&amp;mkt=en-us&amp;cbcxt=mai&amp;snsc=1,1
108.170.14.86/~eai/cache/docxxxx/DocNotify,1
meneame.net/user/m0_0m/history,0
embassy.gov.au/people-to-people/foundations-councils-institutes/australia-korea-foundation/Pages/australia-korea-foundation.aspx,0
iitd.ac.in/courses/stc_details,0
benefitauctionevents.net/includes/mark/index.htm,1
oaasisnmu.org/js,1
mindmatterstexas.com/adim/ourtime.com1.html,1
thjacobsen.no/layouts/plugins/?,1
fotocommunity.de/photos/frauen,0
songlyrics.com/en-vogue-lyrics,0
rabota.ru/vacancy/%D0%A0%D0%B0%D0%B1%D0%BE%D1%82%D0%B0%20%D0%B2%20%D0%B8%D0%B7%D0%B4%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D1%81%D1%82%D0%B2%D0%B0%D1%85,0
unforgettablebakery.com/wp-content/plugins/2/online.navyfederalcu.org.services.productsignin/2/redirector/index.php,1
sandkuhl.de/sitemap/Docc/file/Dropbox.html,1
114.55.41.239:81/123.rar,1
cinematoday.jp/page/A0005413?g_clk=topcover,0
goodmorninbredrn.net/hil77/post.php,1
flexloja.com.br/dev/adv/others/m.i.php?n=1774256418&amp;rand.13InboxLight.aspxn.1774256418&amp;rand=13InboxLightaspxn.1774256418&amp;username1=&amp;username=,1
vmaxkolarze.pl/kalendarz-imprez/28_06_2015_puchar_wojta_gminy_debe_wielkie,0
